StudentId,StageName,GradeName,ClassName,AcademicYear,NationalId,PassportNumber,CommunicationLang,FirstName,MiddleName,GrandName,NickName,NameInArabic,Gender,BirthDate,BirthPlace,Address,CountryCode,PhoneNumber,Nationality,Religion,Email,Password,FatherId,FatherContactPhone,ISFatherResponsible,FatherFirstName,FatherMiddleName,FatherGrandName,FatherNickName,FatherNameInArabic,FatherGender,FatherBirthDate,FatherBirthPlace,FatherAddress,FatherCountryCode,FatherPhoneNumber,FatherNationality,FatherReligion,FatherPassword,FatherEmail,MotherId,MotherContactPhone,ISMotherResponsible,MotherFirstName,MotherMiddleName,MotherGrandName,MotherNickName,MotherNameInArabic,MotherGender,MotherBirthDate,MotherBirthPlace,MotherAddress,MotherCountryCode,MotherPhoneNumber,MotherNationality,MotherReligion,MotherEmail,MotherPassword
7389,الأبتدائية,الثالثة,ز,2025-2026,1480882151,P2141232657,en,Yasmin,Akram,Akram,Yasmin,ياسمين أكرم أكرم,Female,12/09/2016 14:27:30,Mecca,Street 4,+966,5639504298,Saudi,Christian,yasmin.akram474@example.com,6eio60Xm#&,2608067899,5378784708,True,Akram,Yousef,Akram,Akram,أكرم يوسف أكرم,Male,12/09/1977 14:27:30,Medina,Street 3,+966,5378784708,Saudi,Christian,(L6$H0eens,akram.akram823@example.com,2822921174,5178545978,False,Lubaba,Yousef,Ali,Lubaba,لبابة يوسف علي,Female,12/09/1986 14:27:30,Mecca,Street 1,+966,5178545978,Saudi,Christian,lubaba.ali357@example.com,t85UC5cv@d
7229,الأبتدائية,الثالثة,ز,2025-2026,1354025982,P1360826481,en,Maryam,Akram,Sultan,Maryam,مريم أكرم سلطان,Female,12/09/2018 14:27:30,Riyadh,Street 2,+966,5298060432,Saudi,Christian,maryam.sultan170@example.com,BQh!by@1&u,2672218638,5454217876,True,Akram,Ali,Sultan,Akram,أكرم علي سلطان,Male,12/09/1976 14:27:30,Riyadh,Street 3,+966,5454217876,Saudi,Christian,%cNtp87N9n,akram.sultan421@example.com,1332940118,5404128569,False,Nora,Hamza,Ismail,Nora,نورا حمزة إسماعيل,Female,12/09/1988 14:27:30,Dammam,Street 5,+966,5404128569,Saudi,Christian,nora.ismail440@example.com,I3s^Ru$oAU
3850,الأبتدائية,الثالثة,ز,2025-2026,2998657936,P2199738963,en,Riyad,Ahmed,Akram,Riyad,رياض أحمد أكرم,Male,12/09/2015 14:27:30,Medina,Street 4,+966,5530675730,Saudi,Muslim,riyad.akram711@example.com,0!y*a1aeV9,1529880061,5743891445,False,Ahmed,Fahad,Akram,Ahmed,أحمد فهد أكرم,Male,12/09/1977 14:27:30,Dammam,Street 5,+966,5743891445,Saudi,Muslim,htJA9)RwQ#,ahmed.akram710@example.com,1242987134,5897195433,True,Safiyyah,Bilal,Ismail,Safiyyah,صفية بلال إسماعيل,Female,12/09/1988 14:27:30,Dammam,Street 5,+966,5897195433,Saudi,Muslim,safiyyah.ismail327@example.com,D(L&%t89mb
1652,الأبتدائية,الثالثة,ز,2025-2026,1686616119,P1888615298,ar,Akram,Saud,Hussein,Akram,أكرم سعود حسين,Male,12/09/2015 14:27:30,Medina,Street 5,+966,5747228703,Saudi,Christian,akram.hussein938@example.com,&HF2s8CGNJ,2115848321,5906358731,True,Saud,Fahad,Hussein,Saud,سعود فهد حسين,Male,12/09/1977 14:27:30,Mecca,Street 5,+966,5906358731,Saudi,Christian,8kUG)ot^41,saud.hussein901@example.com,1727716751,5345166232,False,Layla,Hamza,Ahmed,Layla,ليلى حمزة أحمد,Female,12/09/1983 14:27:30,Jeddah,Street 1,+966,5345166232,Saudi,Christian,layla.ahmed842@example.com,7I5&#$4GiQ
2632,الأبتدائية,الثالثة,ز,2025-2026,1776921822,P1905806814,en,Lubaba,Saud,Hussein,Lubaba,لبابة سعود حسين,Female,12/09/2016 14:27:30,Dammam,Street 4,+966,5672890162,Saudi,Christian,lubaba.hussein794@example.com,(@5WwRS@BX,2115848321,5906358731,True,Saud,Fahad,Hussein,Saud,سعود فهد حسين,Male,12/09/1977 14:27:30,Mecca,Street 5,+966,5906358731,Saudi,Christian,8kUG)ot^41,saud.hussein901@example.com,1727716751,5345166232,False,Layla,Hamza,Ahmed,Layla,ليلى حمزة أحمد,Female,12/09/1983 14:27:30,Jeddah,Street 1,+966,5345166232,Saudi,Christian,layla.ahmed842@example.com,7I5&#$4GiQ
1651,الأبتدائية,الثالثة,ز,2025-2026,2984247638,P1108446968,en,Aaliyah,Yousef,Nasser,Aaliyah,عالية يوسف ناصر,Female,12/09/2019 14:27:30,Mecca,Street 3,+966,5874968414,Saudi,Muslim,aaliyah.nasser278@example.com,&QNDp2!!0f,1316696122,5944951339,False,Yousef,Ali,Nasser,Yousef,يوسف علي ناصر,Male,12/09/1980 14:27:30,Riyadh,Street 2,+966,5944951339,Saudi,Muslim,d8O#HPFy6Y,yousef.nasser318@example.com,2524733430,5650851564,True,Khadijah,Ismail,Abdulaziz,Khadijah,خديجة إسماعيل عبدالعزيز,Female,12/09/1986 14:27:30,Medina,Street 5,+966,5650851564,Saudi,Muslim,khadijah.abdulaziz978@example.com,(g2mIJao%Z
4868,الأبتدائية,الثالثة,ز,2025-2026,2608658913,P2532209831,ar,Tamadur,Yousef,Nasser,Tamadur,تماضر يوسف ناصر,Female,12/09/2019 14:27:30,Jeddah,Street 1,+966,5296718997,Saudi,Muslim,tamadur.nasser942@example.com,M8KOf3xA5$,1316696122,5944951339,False,Yousef,Ali,Nasser,Yousef,يوسف علي ناصر,Male,12/09/1980 14:27:30,Riyadh,Street 2,+966,5944951339,Saudi,Muslim,d8O#HPFy6Y,yousef.nasser318@example.com,2524733430,5650851564,True,Khadijah,Ismail,Abdulaziz,Khadijah,خديجة إسماعيل عبدالعزيز,Female,12/09/1986 14:27:30,Medina,Street 5,+966,5650851564,Saudi,Muslim,khadijah.abdulaziz978@example.com,(g2mIJao%Z
2698,الأبتدائية,الثالثة,ز,2025-2026,1690904972,P1377834460,ar,Lina,Yousef,Nasser,Lina,لينا يوسف ناصر,Female,12/09/2017 14:27:30,Jeddah,Street 5,+966,5516105218,Saudi,Muslim,lina.nasser607@example.com,l2e@N^nS&^,1316696122,5944951339,False,Yousef,Ali,Nasser,Yousef,يوسف علي ناصر,Male,12/09/1980 14:27:30,Riyadh,Street 2,+966,5944951339,Saudi,Muslim,d8O#HPFy6Y,yousef.nasser318@example.com,2524733430,5650851564,True,Khadijah,Ismail,Abdulaziz,Khadijah,خديجة إسماعيل عبدالعزيز,Female,12/09/1986 14:27:30,Medina,Street 5,+966,5650851564,Saudi,Muslim,khadijah.abdulaziz978@example.com,(g2mIJao%Z
2603,الأبتدائية,الثالثة,ز,2025-2026,1711525493,P2858272252,en,Maha,Zayne,Ibrahim,Maha,مها زين إبراهيم,Female,12/09/2017 14:27:30,Riyadh,Street 1,+966,5327141140,Saudi,Christian,maha.ibrahim643@example.com,RxYKf9(0&s,1358029725,5296503713,False,Zayne,Bilal,Ibrahim,Zayne,زين بلال إبراهيم,Male,12/09/1991 14:27:30,Medina,Street 5,+966,5296503713,Saudi,Christian,b92FR$Sp8D,zayne.ibrahim256@example.com,1823330630,5589672439,True,Aaliyah,Fahad,Abdulaziz,Aaliyah,عالية فهد عبدالعزيز,Female,12/09/1996 14:27:30,Riyadh,Street 3,+966,5589672439,Saudi,Christian,aaliyah.abdulaziz109@example.com,a)^e6WU1#l
5564,الأبتدائية,الثالثة,ز,2025-2026,1962026804,P2857442091,ar,Lubaba,Zayne,Ibrahim,Lubaba,لبابة زين إبراهيم,Female,12/09/2018 14:27:30,Jeddah,Street 4,+966,5387841406,Saudi,Christian,lubaba.ibrahim197@example.com,DT16iCuCX#,1358029725,5296503713,False,Zayne,Bilal,Ibrahim,Zayne,زين بلال إبراهيم,Male,12/09/1991 14:27:30,Medina,Street 5,+966,5296503713,Saudi,Christian,b92FR$Sp8D,zayne.ibrahim256@example.com,1823330630,5589672439,True,Aaliyah,Fahad,Abdulaziz,Aaliyah,عالية فهد عبدالعزيز,Female,12/09/1996 14:27:30,Riyadh,Street 3,+966,5589672439,Saudi,Christian,aaliyah.abdulaziz109@example.com,a)^e6WU1#l
6565,الأبتدائية,الثالثة,ز,2025-2026,1526679335,P1665444837,ar,Tariq,Ibrahim,Ahmed,Tariq,طارق إبراهيم أحمد,Male,12/09/2014 14:27:30,Riyadh,Street 1,+966,5642295683,Saudi,Muslim,tariq.ahmed516@example.com,*g%tX5iDWA,2679039069,5636634960,False,Ibrahim,Ahmed,Ahmed,Ibrahim,إبراهيم أحمد أحمد,Male,12/09/1984 14:27:30,Riyadh,Street 4,+966,5636634960,Saudi,Muslim,cK)jCf964P,ibrahim.ahmed268@example.com,1384840863,5451699191,True,Lubaba,Ali,Ibrahim,Lubaba,لبابة علي إبراهيم,Female,12/09/1983 14:27:30,Mecca,Street 2,+966,5451699191,Saudi,Muslim,lubaba.ibrahim871@example.com,CaHr2QpU^G
4032,الأبتدائية,الثالثة,ز,2025-2026,1579057583,P2232223076,en,Assiya,Akram,Hussein,Assiya,أسيا أكرم حسين,Female,12/09/2018 14:27:30,Dammam,Street 3,+966,5914249354,Saudi,Christian,assiya.hussein494@example.com,vwxO4k$Av),2361393162,5399391154,True,Akram,Turki,Hussein,Akram,أكرم تركي حسين,Male,12/09/1995 14:27:30,Medina,Street 3,+966,5399391154,Saudi,Christian,PRt88P&cK2,akram.hussein360@example.com,2404343515,5397083384,False,Aaliyah,Hussein,Mahdi,Aaliyah,عالية حسين مهدي,Female,12/09/1985 14:27:30,Mecca,Street 4,+966,5397083384,Saudi,Christian,aaliyah.mahdi828@example.com,!3FSr4Q@!x
4260,الأبتدائية,الثالثة,ز,2025-2026,2353452095,P1952692934,en,Atika,Akram,Hussein,Atika,عاتكة أكرم حسين,Female,12/09/2015 14:27:30,Medina,Street 5,+966,5289908718,Saudi,Christian,atika.hussein309@example.com,A!SGXv7Rqc,2361393162,5399391154,True,Akram,Turki,Hussein,Akram,أكرم تركي حسين,Male,12/09/1995 14:27:30,Medina,Street 3,+966,5399391154,Saudi,Christian,PRt88P&cK2,akram.hussein360@example.com,2404343515,5397083384,False,Aaliyah,Hussein,Mahdi,Aaliyah,عالية حسين مهدي,Female,12/09/1985 14:27:30,Mecca,Street 4,+966,5397083384,Saudi,Christian,aaliyah.mahdi828@example.com,!3FSr4Q@!x
4113,الأبتدائية,الثالثة,ز,2025-2026,2592876151,P2117224213,en,Hamza,Abdulaziz,Omar,Hamza,حمزة عبدالعزيز عمر,Male,12/09/2015 14:27:30,Riyadh,Street 2,+966,5438726902,Saudi,Muslim,hamza.omar837@example.com,#&S&WzMI(5,1934300975,5747251028,True,Abdulaziz,Ahmed,Omar,Abdulaziz,عبدالعزيز أحمد عمر,Male,12/09/1990 14:27:30,Dammam,Street 3,+966,5747251028,Saudi,Muslim,M%4mJV@zaK,abdulaziz.omar322@example.com,2635283341,5405089489,False,Atika,Tariq,Yousef,Atika,عاتكة طارق يوسف,Female,12/09/1985 14:27:30,Jeddah,Street 4,+966,5405089489,Saudi,Muslim,atika.yousef741@example.com,cBcj*4JYJ!
5630,الأبتدائية,الثالثة,ز,2025-2026,1254152951,P2523435043,ar,Tamadur,Abdulaziz,Omar,Tamadur,تماضر عبدالعزيز عمر,Female,12/09/2015 14:27:30,Dammam,Street 3,+966,5592967540,Saudi,Muslim,tamadur.omar699@example.com,Q6Lv@l3YZL,1934300975,5747251028,True,Abdulaziz,Ahmed,Omar,Abdulaziz,عبدالعزيز أحمد عمر,Male,12/09/1990 14:27:30,Dammam,Street 3,+966,5747251028,Saudi,Muslim,M%4mJV@zaK,abdulaziz.omar322@example.com,2635283341,5405089489,False,Atika,Tariq,Yousef,Atika,عاتكة طارق يوسف,Female,12/09/1985 14:27:30,Jeddah,Street 4,+966,5405089489,Saudi,Muslim,atika.yousef741@example.com,cBcj*4JYJ!
4461,الأبتدائية,الثالثة,ز,2025-2026,1931213316,P1671474856,ar,Bilal,Hassan,Abdulrahman,Bilal,بلال حسن عبدالرحمن,Male,12/09/2016 14:27:30,Mecca,Street 2,+966,5839053288,Saudi,Muslim,bilal.abdulrahman324@example.com,)k6(3Nkmd*,2702365352,5458663661,True,Hassan,Hussein,Abdulrahman,Hassan,حسن حسين عبدالرحمن,Male,12/09/1976 14:27:30,Riyadh,Street 5,+966,5458663661,Saudi,Muslim,zy4S!!EOse,hassan.abdulrahman633@example.com,2792553061,5920120173,False,Maha,Sulaiman,Ali,Maha,مها سليمان علي,Female,12/09/1991 14:27:30,Riyadh,Street 5,+966,5920120173,Saudi,Muslim,maha.ali911@example.com,&8qe9)A)Vg
7422,الأبتدائية,الثالثة,ز,2025-2026,2292058059,P1994571415,ar,Idris,Turki,Nasser,Idris,إدريس تركي ناصر,Male,12/09/2018 14:27:30,Mecca,Street 3,+966,5224064734,Saudi,Muslim,idris.nasser283@example.com,^6ZS$q$th6,2676313704,5998599731,False,Turki,Hamza,Nasser,Turki,تركي حمزة ناصر,Male,12/09/1981 14:27:30,Dammam,Street 4,+966,5998599731,Saudi,Muslim,#7)f2EFqeW,turki.nasser573@example.com,1116449693,5325661561,True,Lina,Hamza,Sulaiman,Lina,لينا حمزة سليمان,Female,12/09/1992 14:27:30,Jeddah,Street 4,+966,5325661561,Saudi,Muslim,lina.sulaiman437@example.com,Bji6#HP8wJ
8149,الأبتدائية,الثالثة,ز,2025-2026,2985267464,P1194630043,ar,Salma,Saud,Sulaiman,Salma,سلمى سعود سليمان,Female,12/09/2018 14:27:30,Mecca,Street 5,+966,5253322252,Saudi,Christian,salma.sulaiman843@example.com,#EvgO7ev%q,2343660102,5646522032,True,Saud,Ibrahim,Sulaiman,Saud,سعود إبراهيم سليمان,Male,12/09/1976 14:27:30,Riyadh,Street 1,+966,5646522032,Saudi,Christian,L6a27LXC$1,saud.sulaiman994@example.com,2737172113,5552754150,False,Sara,Abdulrahman,Abdullah,Sara,سارة عبدالرحمن عبدالله,Female,12/09/1995 14:27:30,Dammam,Street 4,+966,5552754150,Saudi,Christian,sara.abdullah478@example.com,gU^9O0Qjo4
8727,الأبتدائية,الثالثة,ز,2025-2026,2671778720,P2126531431,en,Abdulrahman,Sultan,Zaid,Abdulrahman,عبدالرحمن سلطان زيد,Male,12/09/2016 14:27:30,Medina,Street 4,+966,5216643422,Saudi,Christian,abdulrahman.zaid158@example.com,mLpz(SP1&K,1181649212,5962815710,True,Sultan,Nasser,Zaid,Sultan,سلطان ناصر زيد,Male,12/09/1994 14:27:30,Mecca,Street 5,+966,5962815710,Saudi,Christian,FL&ZLk6OTs,sultan.zaid906@example.com,1201051734,5416095516,False,Haya,Abdulaziz,Abdullah,Haya,هيا عبدالعزيز عبدالله,Female,12/09/1992 14:27:30,Mecca,Street 3,+966,5416095516,Saudi,Christian,haya.abdullah766@example.com,iS$k^S8u3t
8315,الأبتدائية,الثالثة,ز,2025-2026,2424024603,P1588799490,ar,Haya,Akram,Zayne,Haya,هيا أكرم زين,Female,12/09/2015 14:27:30,Dammam,Street 4,+966,5799187525,Saudi,Muslim,haya.zayne701@example.com,ZtdWs%9F9w,2269285081,5405687583,True,Akram,Hamza,Zayne,Akram,أكرم حمزة زين,Male,12/09/1986 14:27:30,Riyadh,Street 1,+966,5405687583,Saudi,Muslim,G!^!D09p!9,akram.zayne637@example.com,2791411891,5689282961,False,Maha,Bilal,Mohammed,Maha,مها بلال محمد,Female,12/09/1983 14:27:30,Dammam,Street 2,+966,5689282961,Saudi,Muslim,maha.mohammed448@example.com,d*rALxh9O(
3676,الأبتدائية,الثالثة,ز,2025-2026,1533205689,P1271208015,ar,Bilal,Akram,Zayne,Bilal,بلال أكرم زين,Male,12/09/2018 14:27:30,Jeddah,Street 4,+966,5881688969,Saudi,Muslim,bilal.zayne783@example.com,%D7lizH@od,2269285081,5405687583,True,Akram,Hamza,Zayne,Akram,أكرم حمزة زين,Male,12/09/1986 14:27:30,Riyadh,Street 1,+966,5405687583,Saudi,Muslim,G!^!D09p!9,akram.zayne637@example.com,2791411891,5689282961,False,Maha,Bilal,Mohammed,Maha,مها بلال محمد,Female,12/09/1983 14:27:30,Dammam,Street 2,+966,5689282961,Saudi,Muslim,maha.mohammed448@example.com,d*rALxh9O(
3756,الأبتدائية,الثالثة,ز,2025-2026,1839729632,P1179215283,en,Rania,Akram,Zayne,Rania,رانيا أكرم زين,Female,12/09/2018 14:27:30,Dammam,Street 5,+966,5997165000,Saudi,Muslim,rania.zayne417@example.com,buM2Bnk(4L,2269285081,5405687583,True,Akram,Hamza,Zayne,Akram,أكرم حمزة زين,Male,12/09/1986 14:27:30,Riyadh,Street 1,+966,5405687583,Saudi,Muslim,G!^!D09p!9,akram.zayne637@example.com,2791411891,5689282961,False,Maha,Bilal,Mohammed,Maha,مها بلال محمد,Female,12/09/1983 14:27:30,Dammam,Street 2,+966,5689282961,Saudi,Muslim,maha.mohammed448@example.com,d*rALxh9O(
7277,الأبتدائية,الثالثة,ز,2025-2026,1353213217,P1393668241,en,Lubaba,Bilal,Bilal,Lubaba,لبابة بلال بلال,Female,12/09/2017 14:27:30,Jeddah,Street 4,+966,5314796316,Saudi,Christian,lubaba.bilal458@example.com,CBZs&y4*uw,1232001113,5649062378,True,Bilal,Zayne,Bilal,Bilal,بلال زين بلال,Male,12/09/1978 14:27:30,Dammam,Street 4,+966,5649062378,Saudi,Christian,@aiJQs7rtz,bilal.bilal576@example.com,2738345563,5656182243,False,Hanan,Salem,Fahad,Hanan,حنان سالم فهد,Female,12/09/1996 14:27:30,Medina,Street 3,+966,5656182243,Saudi,Christian,hanan.fahad314@example.com,wdkPi9G)5#
7363,الأبتدائية,الثالثة,ز,2025-2026,2943299442,P1581702488,en,Bilal,Bilal,Bilal,Bilal,بلال بلال بلال,Male,12/09/2014 14:27:30,Dammam,Street 3,+966,5331384073,Saudi,Christian,bilal.bilal726@example.com,3Dtzh*0gqB,1232001113,5649062378,True,Bilal,Zayne,Bilal,Bilal,بلال زين بلال,Male,12/09/1978 14:27:30,Dammam,Street 4,+966,5649062378,Saudi,Christian,@aiJQs7rtz,bilal.bilal576@example.com,2738345563,5656182243,False,Hanan,Salem,Fahad,Hanan,حنان سالم فهد,Female,12/09/1996 14:27:30,Medina,Street 3,+966,5656182243,Saudi,Christian,hanan.fahad314@example.com,wdkPi9G)5#
1262,الأبتدائية,الثالثة,ح,2025-2026,2829736252,P1110012512,en,Haya,Abdullah,Salman,Haya,هيا عبدالله سلمان,Female,12/09/2016 14:27:30,Mecca,Street 4,+966,5137293048,Saudi,Christian,haya.salman294@example.com,8j86Z!K04*,1475972892,5900845075,True,Abdullah,Riyad,Salman,Abdullah,عبدالله رياض سلمان,Male,12/09/1985 14:27:30,Riyadh,Street 1,+966,5900845075,Saudi,Christian,)RA1mMrt^5,abdullah.salman470@example.com,1984515403,5337268970,False,Maha,Mahdi,Sultan,Maha,مها مهدي سلطان,Female,12/09/1983 14:27:30,Jeddah,Street 3,+966,5337268970,Saudi,Christian,maha.sultan706@example.com,&W&B1FkGgx
4150,الأبتدائية,الثالثة,ح,2025-2026,2517295053,P1295815707,ar,Zayne,Abdullah,Salman,Zayne,زين عبدالله سلمان,Male,12/09/2016 14:27:30,Jeddah,Street 4,+966,5572695251,Saudi,Christian,zayne.salman921@example.com,f4CAxc*Dz5,1475972892,5900845075,True,Abdullah,Riyad,Salman,Abdullah,عبدالله رياض سلمان,Male,12/09/1985 14:27:30,Riyadh,Street 1,+966,5900845075,Saudi,Christian,)RA1mMrt^5,abdullah.salman470@example.com,1984515403,5337268970,False,Maha,Mahdi,Sultan,Maha,مها مهدي سلطان,Female,12/09/1983 14:27:30,Jeddah,Street 3,+966,5337268970,Saudi,Christian,maha.sultan706@example.com,&W&B1FkGgx
4794,الأبتدائية,الثالثة,ح,2025-2026,1514038068,P2107478364,ar,Reem,Abdullah,Salman,Reem,ريم عبدالله سلمان,Female,12/09/2015 14:27:30,Jeddah,Street 4,+966,5946695699,Saudi,Christian,reem.salman214@example.com,(iIdeazD3k,1475972892,5900845075,True,Abdullah,Riyad,Salman,Abdullah,عبدالله رياض سلمان,Male,12/09/1985 14:27:30,Riyadh,Street 1,+966,5900845075,Saudi,Christian,)RA1mMrt^5,abdullah.salman470@example.com,1984515403,5337268970,False,Maha,Mahdi,Sultan,Maha,مها مهدي سلطان,Female,12/09/1983 14:27:30,Jeddah,Street 3,+966,5337268970,Saudi,Christian,maha.sultan706@example.com,&W&B1FkGgx
7058,الأبتدائية,الثالثة,ح,2025-2026,2571236759,P2645891089,ar,Assiya,Nasser,Yousef,Assiya,أسيا ناصر يوسف,Female,12/09/2014 14:27:30,Dammam,Street 4,+966,5759880477,Saudi,Christian,assiya.yousef254@example.com,*1FG#zN8A5,2149071256,5978428508,True,Nasser,Abdulaziz,Yousef,Nasser,ناصر عبدالعزيز يوسف,Male,12/09/1980 14:27:30,Medina,Street 1,+966,5978428508,Saudi,Christian,FZDiX9y3^y,nasser.yousef519@example.com,1401235384,5903302477,False,Aaliyah,Sultan,Riyad,Aaliyah,عالية سلطان رياض,Female,12/09/1984 14:27:30,Riyadh,Street 5,+966,5903302477,Saudi,Christian,aaliyah.riyad515@example.com,F(*Z0lwBm&
7643,الأبتدائية,الثالثة,ح,2025-2026,2310899368,P2165023985,ar,Ali,Bilal,Zayne,Ali,علي بلال زين,Male,12/09/2017 14:27:30,Mecca,Street 4,+966,5763843757,Saudi,Muslim,ali.zayne299@example.com,EV^TcBzx4d,1466091009,5536663856,True,Bilal,Turki,Zayne,Bilal,بلال تركي زين,Male,12/09/1983 14:27:30,Dammam,Street 4,+966,5536663856,Saudi,Muslim,Cp75@L@DnU,bilal.zayne203@example.com,1703168227,5560211827,False,Amal,Abdulaziz,Mohammed,Amal,أمل عبدالعزيز محمد,Female,12/09/1986 14:27:30,Dammam,Street 2,+966,5560211827,Saudi,Muslim,amal.mohammed775@example.com,@BZ5ztPIW0
3394,الأبتدائية,الثالثة,ح,2025-2026,2108503785,P2491921205,ar,Hussein,Abdulaziz,Ismail,Hussein,حسين عبدالعزيز إسماعيل,Male,12/09/2014 14:27:30,Jeddah,Street 3,+966,5265480324,Saudi,Christian,hussein.ismail965@example.com,w4CcvzYF7#,2233352025,5595879788,True,Abdulaziz,Ahmed,Ismail,Abdulaziz,عبدالعزيز أحمد إسماعيل,Male,12/09/1988 14:27:30,Mecca,Street 2,+966,5595879788,Saudi,Christian,aGDY#tMO8K,abdulaziz.ismail607@example.com,1672130229,5837873886,False,Nadia,Ahmed,Ibrahim,Nadia,نادية أحمد إبراهيم,Female,12/09/1984 14:27:30,Riyadh,Street 5,+966,5837873886,Saudi,Christian,nadia.ibrahim600@example.com,K0nD)zmhpm
8468,الأبتدائية,الثالثة,ح,2025-2026,2638120084,P1307076150,ar,Zaid,Yousef,Bilal,Zaid,زيد يوسف بلال,Male,12/09/2018 14:27:30,Dammam,Street 3,+966,5265918396,Saudi,Christian,zaid.bilal764@example.com,H^@ZE70cn),2281949157,5732217451,False,Yousef,Sulaiman,Bilal,Yousef,يوسف سليمان بلال,Male,12/09/1985 14:27:30,Mecca,Street 3,+966,5732217451,Saudi,Christian,Xw#FxE*0Uf,yousef.bilal864@example.com,2316452455,5370890954,True,Tamadur,Yousef,Zaid,Tamadur,تماضر يوسف زيد,Female,12/09/1996 14:27:30,Medina,Street 2,+966,5370890954,Saudi,Christian,tamadur.zaid783@example.com,5IZD!WE3wQ
9918,الأبتدائية,الثالثة,ح,2025-2026,1370765339,P1310019948,en,Idris,Hassan,Abdulaziz,Idris,إدريس حسن عبدالعزيز,Male,12/09/2014 14:27:30,Jeddah,Street 2,+966,5818761609,Saudi,Christian,idris.abdulaziz223@example.com,gjuS6@Ufc9,2834163735,5966485630,True,Hassan,Hassan,Abdulaziz,Hassan,حسن حسن عبدالعزيز,Male,12/09/1988 14:27:30,Dammam,Street 3,+966,5966485630,Saudi,Christian,uWof$6!sx2,hassan.abdulaziz296@example.com,2354525266,5826160765,False,Hanan,Ibrahim,Salman,Hanan,حنان إبراهيم سلمان,Female,12/09/1981 14:27:30,Riyadh,Street 3,+966,5826160765,Saudi,Christian,hanan.salman360@example.com,)byXSU3AyY
6937,الأبتدائية,الثالثة,ح,2025-2026,2125548411,P2664442420,ar,Omar,Hassan,Abdulaziz,Omar,عمر حسن عبدالعزيز,Male,12/09/2018 14:27:30,Mecca,Street 4,+966,5425049788,Saudi,Christian,omar.abdulaziz110@example.com,dN!M0t^2PJ,2834163735,5966485630,True,Hassan,Hassan,Abdulaziz,Hassan,حسن حسن عبدالعزيز,Male,12/09/1988 14:27:30,Dammam,Street 3,+966,5966485630,Saudi,Christian,uWof$6!sx2,hassan.abdulaziz296@example.com,2354525266,5826160765,False,Hanan,Ibrahim,Salman,Hanan,حنان إبراهيم سلمان,Female,12/09/1981 14:27:30,Riyadh,Street 3,+966,5826160765,Saudi,Christian,hanan.salman360@example.com,)byXSU3AyY
8564,الأبتدائية,الثالثة,ح,2025-2026,1407289295,P2449596476,en,Nadia,Ismail,Sulaiman,Nadia,نادية إسماعيل سليمان,Female,12/09/2014 14:27:30,Jeddah,Street 2,+966,5325027534,Saudi,Muslim,nadia.sulaiman183@example.com,GFgx&u!63p,2586272531,5375239971,True,Ismail,Mahdi,Sulaiman,Ismail,إسماعيل مهدي سليمان,Male,12/09/1994 14:27:30,Medina,Street 5,+966,5375239971,Saudi,Muslim,nj7mP%Qkjw,ismail.sulaiman405@example.com,1232094390,5208698855,False,Assiya,Bilal,Ibrahim,Assiya,أسيا بلال إبراهيم,Female,12/09/1994 14:27:30,Medina,Street 1,+966,5208698855,Saudi,Muslim,assiya.ibrahim860@example.com,Ryv1z%Jig^
4211,الأبتدائية,الثالثة,ح,2025-2026,1297675297,P1351102499,en,Sedra,Salem,Nasser,Sedra,سدرة سالم ناصر,Female,12/09/2016 14:27:30,Jeddah,Street 3,+966,5737630919,Saudi,Muslim,sedra.nasser476@example.com,ohQN^s2w4q,1208809847,5719477975,False,Salem,Abdulaziz,Nasser,Salem,سالم عبدالعزيز ناصر,Male,12/09/1988 14:27:30,Dammam,Street 3,+966,5719477975,Saudi,Muslim,x^Zw7$B)04,salem.nasser689@example.com,2485590928,5552916498,True,Yasmin,Salem,Sulaiman,Yasmin,ياسمين سالم سليمان,Female,12/09/1981 14:27:30,Dammam,Street 4,+966,5552916498,Saudi,Muslim,yasmin.sulaiman639@example.com,cRw7Q$1Kb4
5415,الأبتدائية,الثالثة,ح,2025-2026,2466150401,P2833583630,en,Tariq,Mahdi,Omar,Tariq,طارق مهدي عمر,Male,12/09/2017 14:27:30,Jeddah,Street 5,+966,5150361565,Saudi,Christian,tariq.omar171@example.com,guE72Plb@6,2177564114,5764868292,False,Mahdi,Zayne,Omar,Mahdi,مهدي زين عمر,Male,12/09/1976 14:27:30,Jeddah,Street 4,+966,5764868292,Saudi,Christian,GRo8w@65Q^,mahdi.omar433@example.com,2381121833,5120262555,True,Safiyyah,Bilal,Salman,Safiyyah,صفية بلال سلمان,Female,12/09/1991 14:27:30,Mecca,Street 1,+966,5120262555,Saudi,Christian,safiyyah.salman373@example.com,Yrh#0RFYxq
